P_NAME,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-1095 b,0,Hot,Terran
Kepler-1096 b,0,Hot,Terran
Kepler-1097 b,1,Warm,Neptunian
Kepler-1098 b,0,Hot,Terran
Kepler-1099 b,0,Hot,Neptunian
Kepler-11 b,0,Hot,Superterran
Kepler-11 c,0,Hot,Neptunian
Kepler-11 d,0,Hot,Neptunian
Kepler-11 e,0,Hot,Neptunian
Kepler-11 f,0,Hot,Superterran
Kepler-11 g,0,Hot,Neptunian
Kepler-110 b,0,Hot,Superterran
Kepler-110 c,0,Hot,Superterran
Kepler-1100 b,0,Hot,Superterran
Kepler-1101 b,0,Hot,Superterran
Kepler-1102 b,0,Hot,Neptunian
Kepler-1103 b,0,Hot,Superterran
Kepler-1104 b,0,Hot,Terran
Kepler-1105 b,0,Hot,Superterran
Kepler-1106 b,0,Hot,Superterran
Kepler-1107 b,0,Hot,Terran
Kepler-1108 b,0,Hot,Terran
Kepler-1109 b,0,Hot,Superterran
Kepler-111 b,0,Hot,Superterran
Kepler-111 c,0,Hot,Jovian
Kepler-1110 b,0,Hot,Neptunian
Kepler-1111 b,0,Hot,Superterran
Kepler-1112 b,0,Hot,Neptunian
Kepler-1113 b,0,Hot,Neptunian
Kepler-1114 b,0,Hot,Terran
Kepler-1115 b,0,Hot,Superterran
Kepler-1116 b,0,Hot,Neptunian
Kepler-1117 b,0,Hot,Terran
Kepler-1118 b,0,Hot,Neptunian
Kepler-1119 b,0,Hot,Superterran
Kepler-112 b,0,Hot,Superterran
Kepler-112 c,0,Hot,Superterran
Kepler-1120 b,0,Hot,Terran
Kepler-1121 b,0,Hot,Superterran
Kepler-1122 b,0,Hot,Superterran
Kepler-1123 b,0,Hot,Superterran
Kepler-1124 b,0,Hot,Terran
Kepler-1125 b,0,Hot,Superterran
Kepler-1126 b,0,Hot,Superterran
Kepler-1127 b,0,Hot,Superterran
Kepler-1128 b,0,Hot,Neptunian
Kepler-1129 b,0,Hot,Neptunian
Kepler-1129 c,0,Hot,Neptunian
Kepler-113 b,0,Hot,Neptunian
Kepler-113 c,0,Hot,Superterran
Kepler-1130 b,0,Hot,Subterran
Kepler-1131 b,0,Hot,Superterran
Kepler-1132 b,0,Hot,Superterran
Kepler-1133 b,0,Hot,Superterran
Kepler-1134 b,0,Hot,Neptunian
Kepler-1135 b,0,Hot,Superterran
Kepler-1136 b,0,Hot,Superterran
Kepler-1137 b,0,Hot,Superterran
Kepler-1138 b,0,Hot,Superterran
Kepler-1139 b,0,Hot,Terran
Kepler-114 b,0,Hot,Terran
Kepler-114 c,0,,Superterran
Kepler-114 d,0,,Neptunian
Kepler-1140 b,0,Hot,Neptunian
Kepler-1141 b,0,Hot,Terran
Kepler-1142 b,0,Hot,Terran
Kepler-1143 b,0,Hot,Superterran
Kepler-1143 c,2,Warm,Neptunian
Kepler-1144 b,0,Hot,Superterran
Kepler-1145 b,0,Hot,Terran
Kepler-1146 b,0,Hot,Terran
Kepler-1147 b,0,Hot,Neptunian
Kepler-1148 b,0,Hot,Superterran
Kepler-1149 b,0,Hot,Terran
Kepler-115 b,0,Hot,Terran
Kepler-115 c,0,Hot,Neptunian
Kepler-1150 b,0,Hot,Terran
Kepler-1151 b,0,Hot,Superterran
Kepler-1152 b,0,Hot,Terran
Kepler-1153 b,0,Hot,Superterran
Kepler-1154 b,0,Hot,Superterran
Kepler-1154 c,0,Hot,Superterran
Kepler-1155 b,0,Hot,Superterran
Kepler-1156 b,0,Hot,Terran
Kepler-1157 b,0,Hot,Terran
Kepler-1158 b,0,Hot,Superterran
Kepler-1159 b,0,Hot,Superterran
Kepler-116 b,0,Hot,Neptunian
Kepler-116 c,0,Hot,Superterran
Kepler-1160 b,0,Hot,Superterran
Kepler-1161 b,0,Hot,Superterran
Kepler-1162 b,0,Hot,Superterran
Kepler-1163 b,0,Hot,Terran
Kepler-1164 b,0,Hot,Terran
Kepler-1165 b,0,Hot,Superterran
Kepler-1166 b,0,Hot,Superterran
Kepler-1167 b,0,Hot,Superterran
Kepler-1168 b,0,Hot,Superterran
Kepler-1169 b,0,Hot,Terran
Kepler-117 b,0,Hot,Jovian
Kepler-117 c,0,Hot,Jovian
Kepler-1170 b,0,Hot,Superterran
Kepler-1171 b,0,Hot,Neptunian
Kepler-1172 b,0,Hot,Neptunian
Kepler-1173 b,0,Hot,Terran
Kepler-1174 b,0,Hot,Superterran
Kepler-1175 b,0,Hot,Neptunian
Kepler-1176 b,0,Hot,Superterran
Kepler-1177 b,0,Hot,Superterran
Kepler-1178 b,0,Hot,Terran
Kepler-1179 b,0,Hot,Terran
Kepler-118 b,0,Hot,Superterran
Kepler-118 c,0,Hot,Jovian
Kepler-1180 b,0,Hot,Superterran
Kepler-1181 b,0,Hot,Superterran
Kepler-1182 b,0,Hot,Superterran
Kepler-1183 b,0,Hot,Neptunian
Kepler-1184 b,0,Hot,Neptunian
Kepler-1185 b,0,Hot,Terran
Kepler-1186 b,0,Hot,Superterran
Kepler-1187 b,0,Hot,Neptunian
Kepler-1188 b,0,Hot,Superterran
Kepler-1189 b,0,Hot,Superterran
Kepler-119 b,0,Hot,Neptunian
Kepler-119 c,0,Hot,Terran
Kepler-1190 b,0,Hot,Terran
Kepler-1191 b,0,Hot,Superterran
Kepler-1192 b,0,Hot,Superterran
Kepler-1193 b,0,Hot,Terran
Kepler-1194 b,0,Hot,Superterran
Kepler-1195 b,0,Hot,Superterran
Kepler-1196 b,0,Hot,Superterran
Kepler-1197 b,0,Hot,Terran
Kepler-1198 b,0,Hot,Terran
Kepler-1199 b,0,Hot,Terran
Kepler-12 b,0,Hot,Jovian
Kepler-120 b,0,Hot,Superterran
Kepler-120 c,0,Hot,Superterran
Kepler-1200 b,0,Hot,Terran
Kepler-1201 b,0,Hot,Superterran
Kepler-1202 b,0,Hot,Neptunian
Kepler-1203 b,0,Hot,Terran
Kepler-1204 b,0,Hot,Neptunian
Kepler-1205 b,0,Hot,Terran
Kepler-1206 b,0,Hot,Superterran
Kepler-1207 b,0,Hot,Superterran
Kepler-1208 b,0,Hot,Superterran
Kepler-1209 b,0,Hot,Superterran
Kepler-121 b,0,Hot,Superterran
Kepler-121 c,0,Hot,Superterran
Kepler-1210 b,0,Hot,Superterran
Kepler-1211 b,0,Hot,Neptunian
Kepler-1212 b,0,Hot,Superterran
Kepler-1213 b,0,Hot,Terran
Kepler-1214 b,0,Hot,Superterran
Kepler-1215 b,0,Hot,Terran
Kepler-1216 b,0,Hot,Terran
Kepler-1217 b,0,Hot,Superterran
Kepler-1218 b,0,Hot,Terran
Kepler-1219 b,0,Hot,Superterran
Kepler-122 b,0,Hot,Superterran
Kepler-122 c,0,Hot,Neptunian
Kepler-122 d,0,Hot,Superterran
Kepler-122 e,0,Hot,Neptunian
Kepler-122 f,0,,Neptunian
Kepler-1220 b,0,Hot,Superterran
Kepler-1221 b,0,Hot,Superterran
Kepler-1222 b,0,Hot,Subterran
Kepler-1223 b,0,Hot,Terran
Kepler-1224 b,0,Hot,Terran
Kepler-1225 b,0,Hot,Superterran
Kepler-1226 b,0,Hot,Terran
Kepler-1227 b,0,Hot,Superterran
Kepler-1228 b,0,Hot,Superterran
Kepler-1229 b,2,Warm,Terran
Kepler-123 b,0,Hot,Neptunian
Kepler-123 c,0,Hot,Terran
Kepler-1230 b,0,Hot,Neptunian
Kepler-1231 b,0,Hot,Terran
Kepler-1232 b,0,Hot,Superterran
Kepler-1233 b,0,Hot,Neptunian
Kepler-1234 b,0,Hot,Neptunian
Kepler-1235 b,0,Hot,Subterran
Kepler-1236 b,0,Hot,Superterran
Kepler-1237 b,0,Hot,Neptunian
Kepler-1238 b,0,Hot,Superterran
Kepler-1239 b,0,Hot,Neptunian
Kepler-124 b,0,Hot,Subterran
Kepler-124 c,0,Hot,Superterran
Kepler-124 d,0,Hot,Terran
Kepler-1240 b,0,Hot,Terran
Kepler-1241 b,0,Hot,Neptunian
Kepler-1242 b,0,Hot,Superterran
Kepler-1243 b,0,Hot,Superterran
Kepler-1244 b,0,Hot,Terran
Kepler-1245 b,0,Hot,Terran
Kepler-1245 c,0,Hot,Terran
Kepler-1246 b,0,Hot,Terran
Kepler-1247 b,0,Hot,Superterran
Kepler-1248 b,0,Hot,Terran
Kepler-1249 b,0,Hot,Superterran
Kepler-125 b,0,Hot,Superterran
Kepler-125 c,0,Hot,Subterran
Kepler-1250 b,0,Hot,Superterran
Kepler-1251 b,0,Hot,Superterran
Kepler-1252 b,0,Hot,Superterran
Kepler-1253 b,0,Hot,Terran
Kepler-1254 b,0,Hot,Superterran
Kepler-1254 c,0,Hot,Terran
Kepler-1254 d,0,Hot,Terran
Kepler-1255 b,0,Hot,Superterran
Kepler-1256 b,0,Hot,Terran
Kepler-1257 b,0,Hot,Superterran
Kepler-1258 b,0,Hot,Terran
Kepler-1259 b,0,Hot,Terran
Kepler-126 b,0,Hot,Superterran
Kepler-126 c,0,Hot,Superterran
Kepler-126 d,0,Hot,Superterran
Kepler-1260 b,0,Hot,Superterran
Kepler-1261 b,0,Hot,Superterran
Kepler-1262 b,0,Hot,Superterran
Kepler-1263 b,0,Hot,Terran
Kepler-1264 b,0,Hot,Terran
Kepler-1265 b,0,Hot,Terran
Kepler-1266 b,0,Hot,Neptunian
Kepler-1267 b,0,Hot,Neptunian
Kepler-1268 b,0,Hot,Superterran
Kepler-1269 b,0,Hot,Superterran
Kepler-127 b,0,Hot,Terran
Kepler-127 c,0,Hot,Neptunian
Kepler-127 d,0,Hot,Neptunian
Kepler-1270 b,0,Hot,Neptunian
Kepler-1271 b,0,Hot,Terran
Kepler-1272 b,0,Hot,Superterran
Kepler-1273 b,0,Hot,Superterran
Kepler-1274 b,0,Hot,Terran
Kepler-1275 b,0,Hot,Terran
Kepler-1276 b,0,Hot,Terran
Kepler-1277 b,0,Hot,Superterran
Kepler-1278 b,0,Hot,Terran
Kepler-1279 b,0,Hot,Superterran
Kepler-128 b,0,,Terran
Kepler-128 c,0,,Terran
Kepler-1280 b,0,Hot,Superterran
Kepler-1281 b,0,Hot,Superterran
Kepler-1282 b,0,Hot,Superterran
Kepler-1283 b,0,Hot,Superterran
Kepler-1284 b,0,Hot,Terran
Kepler-1285 b,0,Hot,Terran
Kepler-1286 b,0,Hot,Superterran
Kepler-1287 b,0,Hot,Superterran
Kepler-1288 b,0,Hot,Terran
Kepler-1289 b,0,Hot,Superterran
Kepler-129 b,0,Hot,Superterran
Kepler-129 c,0,Hot,Neptunian
Kepler-1290 b,0,Hot,Terran
Kepler-1291 b,0,Hot,Superterran
Kepler-1292 b,0,Hot,Superterran
Kepler-1293 b,0,Hot,Terran
Kepler-1294 b,0,Hot,Neptunian
Kepler-1295 b,0,Hot,Superterran
Kepler-1296 b,0,Hot,Terran
Kepler-1297 b,0,Hot,Terran
Kepler-1298 b,0,Hot,Terran
Kepler-1299 b,0,Hot,Neptunian
Kepler-130 b,0,Hot,Terran
Kepler-130 c,0,Hot,Neptunian
Kepler-130 d,0,Hot,Superterran
Kepler-1300 b,0,Hot,Terran
Kepler-1301 b,0,Hot,Terran
Kepler-1302 b,0,Hot,Terran
Kepler-1303 b,0,Hot,Terran
Kepler-1304 b,0,Hot,Superterran
Kepler-1305 b,0,Hot,Superterran
Kepler-1306 b,0,Hot,Superterran
Kepler-1307 b,0,Hot,Superterran
Kepler-1308 b,0,Hot,Subterran
Kepler-1309 b,0,Hot,Superterran
Kepler-131 b,0,Hot,Neptunian
Kepler-131 c,0,Hot,Superterran
Kepler-1310 b,0,Hot,Terran
Kepler-1311 b,0,Hot,Terran
Kepler-1311 c,0,Hot,Terran
Kepler-1312 b,0,Hot,Superterran
Kepler-1313 b,0,Hot,Superterran
Kepler-1314 b,0,Hot,Neptunian
Kepler-1315 b,0,Hot,Terran
Kepler-1316 b,0,Hot,Neptunian
Kepler-1317 b,0,Hot,Superterran
Kepler-1318 b,2,Warm,Neptunian
Kepler-1319 b,0,Hot,Terran
Kepler-132 b,0,Hot,Terran
Kepler-132 c,0,Hot,Terran
Kepler-132 d,0,Hot,Superterran
Kepler-132 e,0,,Terran
Kepler-1320 b,0,Hot,Superterran
Kepler-1321 b,0,Hot,Neptunian
Kepler-1321 c,0,Hot,Superterran
Kepler-1322 b,0,Hot,Superterran
Kepler-1323 b,0,Hot,Superterran
Kepler-1324 b,0,Hot,Superterran
Kepler-1325 b,0,Hot,Neptunian
Kepler-1326 b,0,Hot,Neptunian
Kepler-1327 b,0,Hot,Superterran
Kepler-1328 b,0,Hot,Terran
Kepler-1329 b,0,Hot,Superterran
Kepler-133 b,0,Hot,Superterran
Kepler-133 c,0,Hot,Neptunian
Kepler-1330 b,0,Hot,Superterran
Kepler-1331 b,0,Hot,Terran
Kepler-1332 b,0,Hot,Terran
Kepler-1333 b,0,Hot,Neptunian
Kepler-1334 b,0,Hot,Superterran
Kepler-1335 b,0,Hot,Terran
Kepler-1336 b,0,Hot,Superterran
Kepler-1336 c,0,Hot,Superterran
Kepler-1337 b,0,Hot,Superterran
Kepler-1338 b,0,Hot,Terran
Kepler-1339 b,0,Hot,Subterran
Kepler-134 b,0,Hot,Superterran
Kepler-134 c,0,Hot,Terran
Kepler-1340 b,0,Hot,Superterran
Kepler-1341 b,2,Warm,Neptunian
Kepler-1342 b,0,Hot,Superterran
Kepler-1343 b,0,Hot,Superterran
Kepler-1344 b,0,Hot,Superterran
Kepler-1345 b,0,Hot,Superterran
Kepler-1346 b,0,Hot,Superterran
Kepler-1347 b,0,Hot,Terran
Kepler-1348 b,0,Hot,Superterran
Kepler-1349 b,0,Hot,Subterran
Kepler-135 b,0,Hot,Superterran
Kepler-135 c,0,Hot,Terran
Kepler-1350 b,0,Hot,Neptunian
Kepler-1350 c,0,Hot,Superterran
Kepler-1351 b,0,Hot,Subterran
Kepler-1352 b,0,Hot,Terran
Kepler-1353 b,0,Hot,Superterran
Kepler-1354 b,0,Hot,Neptunian
Kepler-1355 b,0,Hot,Terran
Kepler-1356 b,0,Hot,Superterran
Kepler-1357 b,0,Hot,Terran
Kepler-1358 b,0,Hot,Terran
Kepler-1359 b,0,Hot,Neptunian
Kepler-136 b,0,Hot,Superterran
Kepler-136 c,0,Hot,Superterran
Kepler-1360 b,0,Hot,Neptunian
Kepler-1361 b,0,Hot,Terran
Kepler-1362 b,1,Warm,Neptunian
Kepler-1363 b,0,Hot,Terran
Kepler-1364 b,0,Hot,Superterran
Kepler-1365 b,0,Hot,Terran
Kepler-1365 c,0,Hot,Subterran
Kepler-1366 b,0,Hot,Terran
Kepler-1367 b,0,Hot,Terran
Kepler-1368 b,0,Hot,Superterran
Kepler-1369 b,0,Hot,Neptunian
Kepler-137 b,0,Hot,Terran
Kepler-137 c,0,Hot,Superterran
Kepler-1370 b,0,Hot,Superterran
Kepler-1370 c,0,Hot,Terran
Kepler-1371 b,0,Hot,Subterran
Kepler-1371 c,0,Hot,Subterran
Kepler-1372 b,0,Hot,Terran
Kepler-1373 b,0,Hot,Terran
Kepler-1374 b,0,Hot,Superterran
Kepler-1375 b,0,Hot,Superterran
Kepler-1376 b,0,Hot,Terran
Kepler-1377 b,0,Hot,Terran
Kepler-1378 b,0,Hot,Superterran
Kepler-1379 b,0,Hot,Terran
Kepler-138 b,0,Hot,Subterran
Kepler-138 c,0,Hot,Terran
Kepler-138 d,0,Hot,Terran
Kepler-1380 b,0,Hot,Terran
Kepler-1381 b,0,Hot,Superterran
Kepler-1382 b,0,Hot,Superterran
Kepler-1383 b,0,Hot,Terran
Kepler-1384 b,0,Hot,Superterran
Kepler-1385 b,0,Hot,Terran
Kepler-1386 b,0,Hot,Terran
Kepler-1387 b,0,Hot,Terran
Kepler-1388 b,0,Hot,Neptunian
Kepler-1388 c,0,Hot,Superterran
Kepler-1388 d,0,Hot,Neptunian
Kepler-1388 e,0,Hot,Superterran
Kepler-1389 b,0,Hot,Superterran
Kepler-139 b,0,Hot,Neptunian
Kepler-139 c,0,Hot,Neptunian
Kepler-1390 b,0,Hot,Terran
Kepler-1391 b,0,Hot,Superterran
Kepler-1392 b,0,Hot,Superterran
Kepler-1393 b,0,Hot,Subterran
Kepler-1394 b,0,Hot,Terran
Kepler-1395 b,0,Hot,Subterran
Kepler-1396 b,0,Hot,Superterran
Kepler-1397 b,0,Hot,Superterran
Kepler-1398 b,0,Hot,Terran
Kepler-1398 c,0,Hot,Terran
Kepler-1399 b,0,Hot,Terran
Kepler-14 b,0,Hot,Jovian
Kepler-140 b,0,Hot,Superterran
Kepler-140 c,0,Hot,Superterran
Kepler-1400 b,0,Hot,Superterran
Kepler-1401 b,0,Hot,Superterran
Kepler-1402 b,0,Hot,Subterran
Kepler-1403 b,0,Hot,Superterran
Kepler-1404 b,0,Hot,Superterran
Kepler-1405 b,0,Hot,Neptunian
Kepler-1406 b,0,Hot,Terran
Kepler-1407 b,0,Hot,Superterran
Kepler-1408 b,0,Hot,Terran
Kepler-1409 b,0,Hot,Terran
Kepler-141 b,0,Hot,Subterran
Kepler-141 c,0,Hot,Terran
Kepler-1410 b,1,Warm,Superterran
Kepler-1411 b,0,Hot,Neptunian
Kepler-1412 b,0,Hot,Terran
Kepler-1413 b,0,Hot,Superterran
Kepler-1414 b,0,Hot,Terran
Kepler-1415 b,0,Hot,Terran
Kepler-1416 b,0,Hot,Terran
Kepler-1417 b,0,Hot,Terran
Kepler-1418 b,0,Hot,Superterran
Kepler-1419 b,0,Hot,Neptunian
Kepler-142 b,0,Hot,Superterran
Kepler-142 c,0,Hot,Neptunian
Kepler-142 d,0,Hot,Superterran
Kepler-1420 b,0,Hot,Terran
Kepler-1421 b,0,Hot,Terran
Kepler-1422 b,0,Hot,Superterran
Kepler-1423 b,0,Hot,Terran
Kepler-1424 b,0,Hot,Terran
Kepler-1425 b,0,Hot,Terran
Kepler-1426 b,0,Hot,Superterran
Kepler-1427 b,0,Hot,Terran
Kepler-1428 b,0,Hot,Superterran
Kepler-1429 b,0,Hot,Terran
Kepler-143 b,0,Hot,Superterran
Kepler-143 c,0,Hot,Neptunian
Kepler-1430 b,0,Hot,Terran
Kepler-1431 b,0,Hot,Terran
Kepler-1432 b,0,Hot,Superterran
Kepler-1433 b,0,Hot,Superterran
Kepler-1434 b,0,Hot,Terran
Kepler-1435 b,0,Hot,Terran
Kepler-1436 b,0,Hot,Terran
Kepler-1437 b,0,Hot,Terran
Kepler-1438 b,0,Hot,Terran
Kepler-1439 b,0,Hot,Terran
Kepler-144 b,0,Hot,Terran
Kepler-144 c,0,Hot,Terran
Kepler-1440 b,0,Hot,Terran
Kepler-1441 b,0,Hot,Terran
Kepler-1442 b,0,Hot,Neptunian
Kepler-1443 b,0,Hot,Terran
Kepler-1444 b,0,Hot,Superterran
Kepler-1445 b,0,Hot,Terran
Kepler-1446 b,0,Hot,Terran
Kepler-1447 b,0,Hot,Neptunian
Kepler-1448 b,0,Hot,Superterran
Kepler-1449 b,0,Hot,Superterran
Kepler-145 b,0,Hot,Neptunian
Kepler-145 c,0,Hot,Jovian
Kepler-1450 b,0,Hot,Superterran
Kepler-1451 b,0,Hot,Neptunian
Kepler-1452 b,0,Hot,Neptunian
Kepler-1453 b,0,Hot,Neptunian
Kepler-1454 b,0,Hot,Superterran
Kepler-1455 b,0,Hot,Superterran
Kepler-1456 b,0,Hot,Terran
Kepler-1457 b,0,Hot,Superterran
Kepler-1458 b,0,Hot,Neptunian
Kepler-1459 b,0,Hot,Terran
Kepler-146 b,0,Hot,Neptunian
Kepler-146 c,0,Hot,Neptunian
Kepler-1460 b,0,Hot,Superterran
Kepler-1461 b,0,Hot,Superterran
Kepler-1462 b,0,Hot,Neptunian
Kepler-1463 b,0,Hot,Superterran
Kepler-1464 b,0,Hot,Superterran
Kepler-1464 c,0,Hot,Terran
Kepler-1465 b,0,Hot,Superterran
Kepler-1466 b,0,Hot,Superterran
Kepler-1467 b,0,Hot,Neptunian
Kepler-1468 b,0,Hot,Superterran
Kepler-1468 c,0,Hot,Terran
Kepler-1469 b,0,Hot,Neptunian
Kepler-147 b,0,Hot,Superterran
Kepler-147 c,0,Hot,Superterran
Kepler-1470 b,0,Hot,Terran
Kepler-1471 b,0,Hot,Terran
Kepler-1472 b,0,Hot,Superterran
Kepler-1473 b,0,Hot,Terran
Kepler-1474 b,0,Hot,Superterran
Kepler-1475 b,0,Hot,Neptunian
Kepler-1476 b,0,Hot,Superterran
Kepler-1477 b,0,Hot,Terran
Kepler-1478 b,0,Hot,Superterran
Kepler-1479 b,0,Hot,Superterran
Kepler-148 b,0,Hot,Superterran
Kepler-148 c,0,Hot,Neptunian
Kepler-148 d,0,,Jovian
Kepler-1480 b,0,Hot,Superterran
Kepler-1481 b,0,Hot,Terran
Kepler-1482 b,0,Hot,Terran
Kepler-1483 b,0,Hot,Superterran
Kepler-1484 b,0,Hot,Superterran
Kepler-1485 b,0,Hot,Terran
Kepler-1486 b,0,Hot,Superterran
Kepler-1487 b,0,Hot,Superterran
Kepler-1488 b,0,Hot,Superterran
Kepler-1489 b,0,Hot,Superterran
Kepler-149 b,0,Hot,Neptunian
Kepler-149 c,0,Hot,Superterran
Kepler-149 d,0,Hot,Neptunian
Kepler-1490 b,0,Hot,Neptunian
Kepler-1491 b,0,Hot,Superterran
Kepler-1492 b,0,Hot,Terran
Kepler-1493 b,0,Hot,Terran
Kepler-1494 b,0,Hot,Neptunian
Kepler-1495 b,0,Hot,Neptunian
Kepler-1496 b,0,Hot,Superterran
Kepler-1497 b,0,Hot,Superterran
Kepler-1498 b,0,Hot,Terran
Kepler-1499 b,0,Hot,Terran
Kepler-15 b,0,Hot,Jovian
Kepler-150 b,0,Hot,Terran
Kepler-150 c,0,Hot,Neptunian
Kepler-150 d,0,Hot,Neptunian
Kepler-150 e,0,Hot,Neptunian
Kepler-150 f,2,Warm,Neptunian
Kepler-1500 b,0,Hot,Terran
Kepler-1501 b,0,Hot,Superterran
Kepler-1502 b,0,Hot,Neptunian
Kepler-1503 b,0,Hot,Superterran
Kepler-1504 b,0,Hot,Superterran
Kepler-1505 b,0,Hot,Terran
Kepler-1506 b,0,Hot,Terran
Kepler-1507 b,0,Hot,Terran
Kepler-1508 b,0,Hot,Terran
Kepler-1509 b,0,Hot,Superterran
Kepler-151 b,0,Hot,Neptunian
Kepler-151 c,0,Hot,Superterran
Kepler-1510 b,0,Hot,Neptunian
Kepler-1511 b,0,Hot,Superterran
Kepler-1512 b,0,Hot,Terran
Kepler-1513 b,0,Hot,Jovian
Kepler-1514 b,0,Hot,Jovian
Kepler-1515 b,0,Hot,Jovian
Kepler-1516 b,0,Hot,Superterran
Kepler-1517 b,0,Hot,Jovian
Kepler-1518 b,0,Hot,Neptunian
Kepler-1519 b,1,Warm,Jovian
Kepler-152 b,0,Hot,Neptunian
Kepler-152 c,0,Hot,Superterran
Kepler-1520 b,0,Hot,Neptunian
Kepler-1521 b,0,Hot,Superterran
Kepler-1522 b,0,Hot,Superterran
Kepler-1523 b,0,Hot,Superterran
Kepler-1524 b,0,Hot,Neptunian
Kepler-1525 b,0,Hot,Terran
Kepler-1526 b,0,Hot,Superterran
Kepler-1527 b,0,Hot,Neptunian
Kepler-1528 b,0,Hot,Terran
Kepler-1529 b,0,Hot,Superterran
Kepler-153 b,0,Hot,Neptunian
Kepler-153 c,0,Hot,Neptunian
Kepler-1530 b,0,Hot,Superterran
Kepler-1530 c,0,Hot,Superterran
Kepler-1531 b,0,Hot,Terran
Kepler-1532 b,0,Hot,Terran
Kepler-1533 b,0,Hot,Neptunian
Kepler-1534 b,0,Hot,Superterran
Kepler-1535 b,0,Hot,Neptunian
Kepler-1536 b,0,Cold,Neptunian
Kepler-1537 b,0,Hot,Terran
Kepler-1538 b,0,Hot,Neptunian
Kepler-1539 b,0,Hot,Neptunian
Kepler-154 b,0,Hot,Superterran
Kepler-154 c,0,Hot,Neptunian
Kepler-154 d,0,,Neptunian
Kepler-154 e,0,,Superterran
Kepler-154 f,0,,Superterran
Kepler-1540 b,2,Warm,Superterran
Kepler-1541 b,0,Hot,Terran
Kepler-1542 b,0,Hot,Subterran
Kepler-1542 c,0,Hot,Subterran
Kepler-1542 d,0,Hot,Terran
Kepler-1542 e,0,Hot,Subterran
Kepler-1543 b,0,Hot,Neptunian
Kepler-1544 b,2,Warm,Superterran
Kepler-1545 b,1,Warm,Neptunian
Kepler-1546 b,0,Hot,Neptunian
Kepler-1547 b,0,Hot,Terran
Kepler-1548 b,0,Hot,Neptunian
Kepler-1549 b,2,Warm,Neptunian
Kepler-155 b,0,Hot,Superterran
Kepler-155 c,0,Hot,Superterran
Kepler-1550 b,0,Hot,Neptunian
Kepler-1551 b,0,Hot,Neptunian
Kepler-1552 b,2,Warm,Superterran
Kepler-1553 b,0,Hot,Terran
Kepler-1554 b,1,Warm,Neptunian
Kepler-1555 b,0,Hot,Superterran
Kepler-1556 b,0,Hot,Superterran
Kepler-1557 b,0,Hot,Superterran
Kepler-1558 b,0,Hot,Subterran
Kepler-1559 b,0,Hot,Subterran
Kepler-156 b,0,Hot,Superterran
Kepler-156 c,0,Hot,Neptunian
Kepler-1560 b,0,Hot,Terran
Kepler-1561 b,0,Hot,Terran
Kepler-1562 b,0,Hot,Neptunian
Kepler-1563 b,0,Hot,Subterran
Kepler-1564 b,0,Hot,Terran
Kepler-1565 b,0,Hot,Terran
Kepler-1566 b,0,Hot,Subterran
Kepler-1567 b,0,Hot,Neptunian
Kepler-1568 b,0,Hot,Terran
Kepler-1569 b,0,Hot,Superterran
Kepler-157 b,0,Hot,Terran
Kepler-157 c,0,Hot,Superterran
Kepler-157 d,0,,Terran
Kepler-1570 b,0,Hot,Terran
Kepler-1571 b,0,Hot,Superterran
Kepler-1572 b,0,Hot,Terran
Kepler-1573 b,0,Hot,Terran
Kepler-1574 b,0,Hot,Terran
Kepler-1575 b,0,Hot,Terran
Kepler-1576 b,0,Hot,Terran
Kepler-1577 b,0,Hot,Terran
Kepler-1578 b,0,Hot,Terran
Kepler-1579 b,0,Hot,Terran
Kepler-158 b,0,Hot,Superterran
Kepler-158 c,0,Hot,Superterran
Kepler-1580 b,0,Hot,Superterran
Kepler-1581 b,0,Hot,Subterran
Kepler-1582 b,0,Hot,Terran
Kepler-1583 b,0,Hot,Subterran
Kepler-1584 b,0,Hot,Superterran
Kepler-1585 b,0,Hot,Superterran
Kepler-1586 b,0,Hot,Superterran
Kepler-1587 b,0,Hot,Terran
Kepler-1588 b,0,Hot,Subterran
Kepler-1589 b,0,Hot,Terran
Kepler-159 b,0,Hot,Superterran
Kepler-159 c,0,Hot,Neptunian
Kepler-1590 b,0,Hot,Terran
Kepler-1591 b,0,Hot,Terran
Kepler-1592 b,0,Hot,Superterran
Kepler-1593 b,2,Warm,Neptunian
Kepler-1594 b,0,Hot,Terran
Kepler-1595 b,0,Hot,Terran
Kepler-1596 b,0,Hot,Superterran
Kepler-1597 b,0,Hot,Terran
Kepler-1598 b,0,Hot,Terran
Kepler-1599 b,0,Hot,Superterran
Kepler-16 b,2,Warm,Jovian
Kepler-160 b,0,Hot,Superterran
Kepler-160 c,0,Hot,Neptunian
Kepler-1600 b,2,Warm,Neptunian
Kepler-1601 b,0,Hot,Terran
Kepler-1602 b,0,Hot,Terran
Kepler-1603 b,0,Hot,Terran
Kepler-1604 b,0,Hot,Terran
Kepler-1605 b,0,Hot,Terran
Kepler-1606 b,1,Warm,Superterran
Kepler-1607 b,0,Hot,Terran
Kepler-1608 b,0,Hot,Superterran
Kepler-1609 b,0,Hot,Superterran
Kepler-161 b,0,Hot,Superterran
Kepler-161 c,0,Hot,Superterran
Kepler-1610 b,0,Hot,Superterran
Kepler-1611 b,0,Hot,Terran
Kepler-1612 b,0,Hot,Terran
Kepler-1613 b,0,Hot,Superterran
