P_NAME,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-398 d,0,,Terran
Kepler-399 b,0,Hot,Terran
Kepler-399 c,0,Hot,Terran
Kepler-399 d,0,Hot,Superterran
Kepler-4 b,0,Hot,Neptunian
Kepler-40 b,0,Hot,Jovian
Kepler-400 b,0,Hot,Superterran
Kepler-400 c,0,Hot,Terran
Kepler-401 b,0,Hot,Superterran
Kepler-401 c,0,Hot,Superterran
Kepler-401 d,0,,Superterran
Kepler-402 b,0,Hot,Terran
Kepler-402 c,0,Hot,Superterran
Kepler-402 d,0,Hot,Terran
Kepler-402 e,0,Hot,Terran
Kepler-403 b,0,Hot,Terran
Kepler-403 c,0,Hot,Superterran
Kepler-403 d,0,,Terran
Kepler-404 b,0,Hot,Terran
Kepler-404 c,0,Hot,Superterran
Kepler-405 b,0,Hot,Superterran
Kepler-405 c,0,Hot,Neptunian
Kepler-406 b,0,Hot,Superterran
Kepler-406 c,0,Hot,Terran
Kepler-407 b,0,Hot,Terran
Kepler-407 c,0,Cold,Jovian
Kepler-408 b,0,Hot,Terran
Kepler-409 b,0,Hot,Neptunian
Kepler-41 b,0,Hot,Jovian
Kepler-410 A b,0,Hot,Neptunian
Kepler-411 b,0,,Neptunian
Kepler-411 c,0,,Neptunian
Kepler-411 d,0,,Neptunian
Kepler-411 e,0,,Neptunian
Kepler-412 b,0,Hot,Jovian
Kepler-413 b,0,Hot,Jovian
Kepler-414 b,0,,Superterran
Kepler-414 c,0,,Neptunian
Kepler-415 b,0,,Jovian
Kepler-415 c,0,,
Kepler-416 b,0,,Jovian
Kepler-416 c,0,,
Kepler-417 b,0,,Neptunian
Kepler-417 c,0,,
Kepler-418 b,0,Hot,Jovian
Kepler-419 b,0,Hot,Jovian
Kepler-419 c,1,Warm,Jovian
Kepler-42 b,0,Hot,Subterran
Kepler-42 c,0,Hot,Subterran
Kepler-42 d,0,Hot,Subterran
Kepler-421 b,0,Cold,Neptunian
Kepler-422 b,0,Hot,Jovian
Kepler-423 b,0,Hot,Jovian
Kepler-424 b,0,Hot,Jovian
Kepler-424 c,1,Warm,Jovian
Kepler-425 b,0,Hot,Jovian
Kepler-426 b,0,Hot,Jovian
Kepler-427 b,0,Hot,Jovian
Kepler-428 b,0,Hot,Jovian
Kepler-43 b,0,Hot,Jovian
Kepler-430 b,0,Hot,Neptunian
Kepler-430 c,0,Hot,Superterran
Kepler-431 b,0,Hot,Subterran
Kepler-431 c,0,Hot,Subterran
Kepler-431 d,0,Hot,Terran
Kepler-432 b,0,Hot,Jovian
Kepler-432 c,0,Hot,Jovian
Kepler-433 b,0,Hot,Jovian
Kepler-434 b,0,Hot,Jovian
Kepler-435 b,0,Hot,Jovian
Kepler-436 b,0,Hot,Neptunian
Kepler-436 c,0,Hot,Superterran
Kepler-437 b,0,Hot,Superterran
Kepler-438 b,0,Hot,Terran
Kepler-439 b,0,Hot,Superterran
Kepler-44 b,0,Hot,Jovian
Kepler-440 b,1,Warm,Superterran
Kepler-441 b,0,Cold,Superterran
Kepler-442 b,2,Warm,Terran
Kepler-443 b,2,Warm,Superterran
Kepler-444 b,0,Hot,Subterran
Kepler-444 c,0,Hot,Subterran
Kepler-444 d,0,Hot,Subterran
Kepler-444 e,0,Hot,Subterran
Kepler-444 f,0,Hot,Subterran
Kepler-445 b,0,Hot,Superterran
Kepler-445 c,0,Hot,Superterran
Kepler-445 d,0,Hot,Terran
Kepler-446 b,0,Hot,Terran
Kepler-446 c,0,Hot,Terran
Kepler-446 d,0,Hot,Terran
Kepler-447 b,0,Hot,Jovian
Kepler-449 b,0,,Superterran
Kepler-449 c,0,,Neptunian
Kepler-45 b,0,Hot,Jovian
Kepler-450 b,0,,Jovian
Kepler-450 c,0,,Neptunian
Kepler-450 d,0,,Terran
Kepler-452 b,2,Warm,Superterran
Kepler-453 b,2,Warm,Jovian
Kepler-454 b,0,Hot,Superterran
Kepler-454 c,2,Warm,Jovian
Kepler-458 c,0,Hot,Neptunian
Kepler-46 b,0,Hot,Jovian
Kepler-46 c,0,Hot,Jovian
Kepler-46 d,0,Hot,Superterran
Kepler-460 c,0,Hot,Neptunian
Kepler-461 b,0,Hot,Neptunian
Kepler-462 b,0,Hot,Neptunian
Kepler-463 b,0,Hot,Neptunian
Kepler-464 b,0,Hot,Neptunian
Kepler-465 b,0,Hot,Neptunian
Kepler-466 b,0,Hot,Neptunian
Kepler-466 c,0,Hot,Terran
Kepler-467 b,0,Hot,Superterran
Kepler-468 b,0,Hot,Jovian
Kepler-47 b,0,,Neptunian
Kepler-47 c,0,,Neptunian
Kepler-47 d,0,,Jovian
Kepler-470 b,0,Hot,Jovian
Kepler-471 b,0,Hot,Jovian
Kepler-472 b,0,Hot,Neptunian
Kepler-473 b,0,Hot,Neptunian
Kepler-474 b,0,Hot,Neptunian
Kepler-475 b,0,Hot,Superterran
Kepler-476 b,0,Hot,Neptunian
Kepler-477 b,0,Hot,Superterran
Kepler-478 b,0,Hot,Neptunian
Kepler-479 b,0,Hot,Superterran
Kepler-48 b,0,Hot,Superterran
Kepler-48 c,0,Hot,Neptunian
Kepler-48 d,0,Hot,Superterran
Kepler-48 e,0,Cold,Jovian
Kepler-480 b,0,Hot,Neptunian
Kepler-481 b,0,Hot,Superterran
Kepler-482 b,0,Hot,Superterran
Kepler-483 b,0,Hot,Neptunian
Kepler-484 b,0,Hot,Superterran
Kepler-485 b,0,Hot,Jovian
Kepler-486 b,0,Hot,Jovian
Kepler-487 b,0,Hot,Jovian
Kepler-487 c,0,Hot,Neptunian
Kepler-488 b,0,Hot,Jovian
Kepler-489 b,0,Hot,Jovian
Kepler-49 b,0,,Jovian
Kepler-49 c,0,,Jovian
Kepler-49 d,0,Hot,Superterran
Kepler-49 e,0,Hot,Superterran
Kepler-490 b,0,Hot,Jovian
Kepler-491 b,0,Hot,Jovian
Kepler-492 b,0,Hot,Jovian
Kepler-493 b,0,Hot,Jovian
Kepler-494 b,0,Hot,Jovian
Kepler-495 b,0,Hot,Neptunian
Kepler-496 b,0,Hot,Superterran
Kepler-497 b,0,Hot,Jovian
Kepler-498 b,0,Hot,Neptunian
Kepler-499 b,0,Hot,Superterran
Kepler-5 b,0,Hot,Jovian
Kepler-50 b,0,Hot,Superterran
Kepler-50 c,0,Hot,Superterran
Kepler-500 b,0,Hot,Neptunian
Kepler-501 b,0,Hot,Neptunian
Kepler-502 b,0,Hot,Neptunian
Kepler-504 b,0,Hot,Superterran
Kepler-505 b,0,Hot,Neptunian
Kepler-506 b,0,Hot,Neptunian
Kepler-507 b,0,Hot,Terran
Kepler-508 b,0,Hot,Superterran
Kepler-509 b,0,Hot,Superterran
Kepler-51 b,0,Hot,Jovian
Kepler-51 c,0,Hot,Jovian
Kepler-51 d,0,Hot,Jovian
Kepler-510 b,0,Hot,Superterran
Kepler-511 b,0,Hot,Jovian
Kepler-512 b,0,Hot,Neptunian
Kepler-513 b,0,Hot,Superterran
Kepler-514 b,0,Hot,Superterran
Kepler-515 b,0,Hot,Terran
Kepler-516 b,0,Hot,Neptunian
Kepler-517 b,0,Hot,Neptunian
Kepler-518 b,0,Hot,Superterran
Kepler-519 b,0,Hot,Superterran
Kepler-52 b,0,,Jovian
Kepler-52 c,0,,Jovian
Kepler-52 d,0,Hot,Superterran
Kepler-520 b,0,Hot,Superterran
Kepler-520 c,0,Hot,Terran
Kepler-521 b,0,Hot,Neptunian
Kepler-522 b,0,Hot,Jovian
Kepler-523 b,0,Hot,Superterran
Kepler-524 b,0,Hot,Superterran
Kepler-524 c,0,Hot,Terran
Kepler-525 b,0,Hot,Neptunian
Kepler-526 b,0,Hot,Superterran
Kepler-527 b,0,Hot,Neptunian
Kepler-528 b,0,Hot,Superterran
Kepler-529 b,0,Hot,Superterran
Kepler-529 c,0,Hot,Superterran
Kepler-53 b,0,Hot,Jovian
Kepler-53 c,0,Hot,Jovian
Kepler-53 d,0,Hot,Superterran
Kepler-530 b,0,Hot,Neptunian
Kepler-531 b,0,Hot,Neptunian
Kepler-532 b,0,Hot,Neptunian
Kepler-533 b,0,Hot,Neptunian
Kepler-534 b,0,Hot,Superterran
Kepler-535 b,0,Hot,Superterran
Kepler-536 b,0,Hot,Neptunian
Kepler-537 b,0,Hot,Terran
Kepler-538 b,0,Hot,Superterran
Kepler-539 b,0,Hot,Jovian
Kepler-539 c,0,Cold,Jovian
Kepler-54 b,0,,Jovian
Kepler-54 c,0,,Jovian
Kepler-54 d,0,Hot,Superterran
Kepler-540 b,0,Hot,Neptunian
Kepler-541 b,0,Hot,Neptunian
Kepler-542 b,0,Hot,Superterran
Kepler-543 b,0,Hot,Superterran
Kepler-544 b,0,Hot,Superterran
Kepler-545 b,0,Hot,Neptunian
Kepler-546 b,0,Hot,Jovian
Kepler-547 b,0,Hot,Neptunian
Kepler-548 b,0,Hot,Jovian
Kepler-549 b,0,Hot,Neptunian
Kepler-549 c,0,Hot,Neptunian
Kepler-55 b,0,,Jovian
Kepler-55 c,0,,Jovian
Kepler-55 d,0,Hot,Superterran
Kepler-55 e,0,Hot,Superterran
Kepler-55 f,0,Hot,Superterran
Kepler-550 b,0,Hot,Neptunian
Kepler-551 b,0,Hot,Neptunian
Kepler-552 b,0,Hot,Neptunian
Kepler-553 b,0,Hot,Neptunian
Kepler-553 c,2,Warm,Jovian
Kepler-554 b,0,Hot,Neptunian
Kepler-555 b,0,Hot,Neptunian
Kepler-556 b,0,Hot,Superterran
Kepler-557 b,0,Hot,Neptunian
Kepler-558 b,0,Hot,Superterran
Kepler-559 b,0,Hot,Neptunian
Kepler-56 b,0,Hot,Jovian
Kepler-56 c,0,Hot,Jovian
Kepler-56 d,0,Hot,Jovian
Kepler-560 b,0,Hot,Superterran
Kepler-561 b,0,Hot,Jovian
Kepler-561 c,0,Hot,Neptunian
Kepler-562 b,0,Hot,Neptunian
Kepler-563 b,0,Hot,Neptunian
Kepler-564 b,0,Hot,Neptunian
Kepler-565 b,0,Hot,Neptunian
Kepler-566 b,0,Hot,Superterran
Kepler-567 b,0,Hot,Superterran
Kepler-568 b,0,Hot,Superterran
Kepler-569 b,0,Hot,Neptunian
Kepler-57 b,0,Hot,Jovian
Kepler-57 c,0,Hot,Jovian
Kepler-570 b,0,Hot,Superterran
Kepler-571 b,0,Hot,Neptunian
Kepler-572 b,0,Hot,Neptunian
Kepler-573 b,0,Hot,Neptunian
Kepler-574 b,0,Hot,Superterran
Kepler-575 b,0,Hot,Superterran
Kepler-576 b,0,Hot,Neptunian
Kepler-577 b,0,Hot,Neptunian
Kepler-578 b,0,Hot,Superterran
Kepler-579 b,0,Hot,Superterran
Kepler-58 b,0,,Jovian
Kepler-58 c,0,,Jovian
Kepler-58 d,0,Hot,Neptunian
Kepler-580 b,0,Hot,Neptunian
Kepler-581 b,0,Hot,Neptunian
Kepler-582 b,0,Hot,Neptunian
Kepler-583 b,0,Hot,Superterran
Kepler-584 b,0,Hot,Neptunian
Kepler-585 b,0,Hot,Neptunian
Kepler-586 b,0,Hot,Neptunian
Kepler-587 b,0,Hot,Superterran
Kepler-588 b,0,Hot,Neptunian
Kepler-589 b,0,Hot,Superterran
Kepler-59 b,0,Hot,Jovian
Kepler-59 c,0,Hot,Jovian
Kepler-590 b,0,Hot,Neptunian
Kepler-591 b,0,Hot,Neptunian
Kepler-592 b,0,Hot,Superterran
Kepler-593 b,0,Hot,Neptunian
Kepler-594 b,0,Hot,Superterran
Kepler-595 b,0,Hot,Neptunian
Kepler-596 b,0,Hot,Neptunian
Kepler-597 b,0,Hot,Superterran
Kepler-598 b,0,Hot,Superterran
Kepler-599 b,0,Hot,Neptunian
Kepler-6 b,0,Hot,Jovian
Kepler-60 b,0,Hot,Superterran
Kepler-60 c,0,Hot,Superterran
Kepler-60 d,0,Hot,Superterran
Kepler-600 b,0,Hot,Neptunian
Kepler-601 b,0,Hot,Superterran
Kepler-602 b,0,Hot,Superterran
Kepler-603 b,0,Hot,Neptunian
Kepler-603 c,0,Hot,Jovian
Kepler-603 d,0,Hot,Terran
Kepler-604 b,0,Hot,Neptunian
Kepler-605 b,0,Hot,Terran
Kepler-605 c,0,Hot,Terran
Kepler-606 b,0,Hot,Neptunian
Kepler-607 b,0,Hot,Terran
Kepler-608 b,0,Hot,Neptunian
Kepler-609 b,0,Hot,Neptunian
Kepler-61 b,1,Warm,Superterran
Kepler-610 b,0,Hot,Neptunian
Kepler-610 c,0,Hot,Neptunian
Kepler-611 b,0,Hot,Superterran
Kepler-612 b,0,Hot,Neptunian
Kepler-613 b,0,Hot,Superterran
Kepler-614 b,0,Hot,Superterran
Kepler-615 b,0,Hot,Superterran
Kepler-616 b,0,Hot,Superterran
Kepler-616 c,0,Hot,Neptunian
Kepler-617 b,0,Hot,Terran
Kepler-618 b,0,Hot,Neptunian
Kepler-619 b,0,Hot,Neptunian
Kepler-619 c,0,Hot,Superterran
Kepler-62 b,0,Hot,Terran
Kepler-62 c,0,Hot,Subterran
Kepler-62 d,0,Hot,Superterran
Kepler-62 e,1,Warm,Superterran
Kepler-62 f,2,Warm,Terran
Kepler-620 b,0,Hot,Neptunian
Kepler-621 b,0,Hot,Superterran
Kepler-622 b,0,Hot,Superterran
Kepler-623 b,0,Hot,Neptunian
Kepler-624 b,0,Hot,Superterran
Kepler-625 b,0,Hot,Superterran
Kepler-625 c,0,Hot,Terran
Kepler-626 b,0,Hot,Superterran
Kepler-627 b,0,Hot,Neptunian
Kepler-628 b,0,Hot,Jovian
Kepler-629 b,0,Hot,Terran
Kepler-63 b,0,Hot,Jovian
Kepler-630 b,0,Hot,Neptunian
Kepler-631 b,0,Hot,Neptunian
Kepler-632 b,0,Hot,Superterran
Kepler-633 b,0,Hot,Superterran
Kepler-634 b,0,Hot,Superterran
Kepler-635 b,0,Hot,Neptunian
Kepler-636 b,0,Hot,Neptunian
Kepler-637 b,0,Hot,Neptunian
Kepler-638 b,0,Hot,Superterran
Kepler-639 b,0,Hot,Superterran
Kepler-640 b,0,Hot,Neptunian
Kepler-641 b,0,Hot,Superterran
Kepler-642 b,0,Hot,Neptunian
Kepler-643 b,0,Hot,Jovian
Kepler-644 b,0,Hot,Neptunian
Kepler-645 b,0,Hot,Superterran
Kepler-646 b,0,Hot,Superterran
Kepler-647 b,0,Hot,Terran
Kepler-648 b,0,Hot,Neptunian
Kepler-649 b,0,Hot,Superterran
Kepler-65 b,0,Hot,Terran
Kepler-65 c,0,Hot,Neptunian
Kepler-65 d,0,Hot,Superterran
Kepler-65 e,0,Hot,Jovian
Kepler-650 b,0,Hot,Neptunian
Kepler-651 b,0,Hot,Superterran
Kepler-652 b,0,Hot,Superterran
Kepler-653 b,0,Hot,Superterran
Kepler-653 c,0,Hot,Subterran
Kepler-654 b,0,Hot,Superterran
Kepler-655 b,0,Hot,Neptunian
Kepler-656 b,0,Hot,Neptunian
Kepler-657 b,0,Hot,Neptunian
Kepler-658 b,0,Hot,Superterran
Kepler-659 b,0,Hot,Superterran
Kepler-66 b,0,Hot,Neptunian
Kepler-660 b,0,Hot,Neptunian
Kepler-661 b,0,Hot,Neptunian
Kepler-662 b,0,Hot,Superterran
Kepler-663 b,0,Hot,Neptunian
Kepler-664 b,0,Hot,Neptunian
Kepler-665 b,0,Hot,Neptunian
Kepler-666 b,0,Hot,Superterran
Kepler-667 b,0,Hot,Neptunian
Kepler-668 b,0,Hot,Neptunian
Kepler-669 b,0,Hot,Neptunian
Kepler-67 b,0,Hot,Neptunian
Kepler-670 b,0,Hot,Jovian
Kepler-671 b,0,Hot,Neptunian
Kepler-672 b,0,Hot,Superterran
Kepler-673 b,0,Hot,Jovian
Kepler-674 b,0,Hot,Superterran
Kepler-675 b,0,Hot,Superterran
Kepler-676 b,0,Hot,Neptunian
Kepler-677 b,0,Hot,Neptunian
Kepler-678 b,0,Hot,Neptunian
Kepler-679 b,0,Hot,Neptunian
Kepler-68 b,0,Hot,Superterran
Kepler-68 c,0,Hot,Terran
Kepler-68 d,2,Warm,Jovian
Kepler-680 b,0,Hot,Superterran
Kepler-681 b,0,Hot,Neptunian
Kepler-682 b,0,Hot,Jovian
Kepler-683 b,0,Hot,Superterran
Kepler-684 b,0,Hot,Neptunian
Kepler-685 b,0,Hot,Jovian
Kepler-686 b,0,Hot,Jovian
Kepler-687 b,0,Hot,Neptunian
Kepler-688 b,0,Hot,Jovian
Kepler-689 b,0,Hot,Neptunian
Kepler-69 b,0,Hot,Superterran
Kepler-69 c,0,Hot,Superterran
Kepler-690 b,0,Hot,Neptunian
Kepler-691 b,0,Hot,Superterran
Kepler-692 b,0,Hot,Neptunian
Kepler-693 b,0,Hot,Jovian
Kepler-694 b,0,Hot,Neptunian
Kepler-695 b,0,Hot,Jovian
Kepler-696 b,0,Hot,Jovian
Kepler-697 b,0,Hot,Neptunian
Kepler-698 b,0,Hot,Neptunian
Kepler-699 b,0,Hot,Jovian
Kepler-7 b,0,Hot,Jovian
Kepler-700 b,0,Hot,Neptunian
Kepler-701 b,0,Hot,Neptunian
Kepler-702 b,0,Hot,Jovian
Kepler-703 b,0,Hot,Jovian
Kepler-704 b,0,Hot,Neptunian
Kepler-705 b,2,Warm,Superterran
Kepler-706 b,0,Hot,Jovian
Kepler-707 b,0,Hot,Terran
Kepler-708 b,0,Hot,Neptunian
Kepler-709 b,0,Hot,Neptunian
Kepler-710 b,0,Hot,Superterran
Kepler-711 b,0,Hot,Neptunian
Kepler-712 b,0,Hot,Neptunian
Kepler-712 c,2,Warm,Neptunian
Kepler-713 b,0,Hot,Superterran
Kepler-714 b,0,Hot,Jovian
Kepler-715 b,0,Hot,Neptunian
Kepler-716 b,0,Hot,Neptunian
Kepler-717 b,0,Hot,Superterran
Kepler-718 b,0,Hot,Jovian
Kepler-719 b,0,Hot,Jovian
Kepler-720 b,0,Hot,Jovian
Kepler-721 b,0,Hot,Neptunian
Kepler-722 b,0,Hot,Neptunian
Kepler-722 c,0,Hot,Neptunian
Kepler-723 b,0,Hot,Jovian
Kepler-724 b,0,Hot,Neptunian
Kepler-725 b,0,Hot,Jovian
Kepler-726 b,0,Hot,Neptunian
Kepler-727 b,0,Hot,Neptunian
Kepler-728 b,0,Hot,Neptunian
Kepler-729 b,0,Hot,Neptunian
Kepler-730 b,0,Hot,Jovian
Kepler-730 c,0,Hot,Superterran
Kepler-731 b,0,Hot,Jovian
Kepler-732 b,0,Hot,Superterran
Kepler-732 c,0,Hot,Terran
Kepler-733 b,0,Hot,Neptunian
Kepler-734 b,0,Hot,Neptunian
Kepler-735 b,0,Hot,Neptunian
Kepler-736 b,0,Hot,Neptunian
Kepler-737 b,0,Hot,Superterran
Kepler-738 b,0,Hot,Superterran
Kepler-739 b,0,Hot,Neptunian
Kepler-74 b,0,Hot,Jovian
Kepler-740 b,0,Hot,Neptunian
Kepler-741 b,0,Hot,Neptunian
Kepler-742 b,0,Hot,Neptunian
Kepler-743 b,0,Hot,Terran
Kepler-744 b,0,Hot,Superterran
Kepler-745 b,0,Hot,Superterran
Kepler-746 b,0,Hot,Terran
Kepler-747 b,0,Hot,Neptunian
Kepler-748 b,0,Hot,Neptunian
Kepler-749 b,0,Hot,Neptunian
Kepler-75 b,0,Hot,Jovian
Kepler-750 b,0,Hot,Neptunian
Kepler-750 c,0,Hot,Superterran
Kepler-751 b,0,Hot,Superterran
Kepler-752 b,0,Hot,Neptunian
Kepler-753 b,0,Hot,Superterran
Kepler-754 b,0,Hot,Superterran
Kepler-755 b,0,Hot,Superterran
Kepler-755 c,0,Hot,Terran
Kepler-756 b,0,Hot,Terran
Kepler-757 b,0,Hot,Terran
Kepler-758 b,0,Hot,Superterran
Kepler-758 c,0,Hot,Superterran
Kepler-758 d,0,Hot,Superterran
Kepler-758 e,0,Hot,Superterran
Kepler-759 b,0,Hot,Superterran
Kepler-76 b,0,Hot,Jovian
Kepler-760 b,0,Hot,Neptunian
Kepler-760 c,0,Hot,Terran
Kepler-761 b,0,Hot,Superterran
Kepler-762 b,0,Hot,Jovian
Kepler-763 b,0,Hot,Terran
Kepler-764 b,0,Hot,Superterran
Kepler-765 b,0,Hot,Superterran
Kepler-766 b,0,Hot,Neptunian
Kepler-767 b,0,Hot,Jovian
Kepler-768 b,0,Hot,Superterran
Kepler-769 b,0,Hot,Neptunian
Kepler-769 c,0,Hot,Superterran
Kepler-77 b,0,Hot,Jovian
Kepler-770 b,0,Hot,Superterran
Kepler-770 c,0,Hot,Terran
Kepler-770 d,0,Hot,Terran
Kepler-771 b,0,Hot,Superterran
Kepler-772 b,0,Hot,Superterran
Kepler-773 b,0,Hot,Terran
Kepler-774 b,0,Hot,Neptunian
Kepler-775 b,0,Hot,Terran
Kepler-776 b,0,Hot,Terran
Kepler-777 b,0,Hot,Terran
Kepler-778 b,0,Hot,Superterran
Kepler-779 b,0,Hot,Terran
Kepler-78 b,0,Hot,Terran
Kepler-780 b,0,Hot,Terran
Kepler-781 b,0,Hot,Neptunian
Kepler-782 b,0,Hot,Neptunian
Kepler-783 b,0,Hot,Subterran
Kepler-784 b,0,Hot,Superterran
Kepler-785 b,0,Hot,Jovian
Kepler-786 b,0,Hot,Superterran
Kepler-787 b,0,Hot,Terran
Kepler-788 b,0,Hot,Neptunian
Kepler-789 b,0,Hot,Superterran
Kepler-79 b,0,Hot,Neptunian
Kepler-79 c,0,Hot,Neptunian
Kepler-79 d,0,Hot,Jovian
Kepler-79 e,0,Hot,Neptunian
Kepler-790 b,0,Hot,Superterran
Kepler-791 b,0,Hot,Neptunian
Kepler-792 b,0,Hot,Superterran
Kepler-793 b,0,Hot,Terran
Kepler-794 b,0,Hot,Superterran
Kepler-795 b,0,Hot,Superterran
Kepler-796 b,0,Hot,Terran
Kepler-797 b,0,Hot,Superterran
Kepler-798 b,0,Hot,Superterran
Kepler-799 b,0,Hot,Jovian
Kepler-8 b,0,Hot,Jovian
Kepler-80 b,0,Hot,Neptunian
Kepler-80 c,0,Hot,Neptunian
Kepler-80 d,0,Hot,Superterran
Kepler-80 e,0,Hot,Superterran
Kepler-80 f,0,Hot,Terran
Kepler-80 g,0,Hot,Terran
Kepler-800 b,0,Hot,Neptunian
Kepler-801 b,0,Hot,Superterran
Kepler-802 b,0,Hot,Neptunian
Kepler-803 b,0,Hot,Neptunian
Kepler-804 b,0,Hot,Superterran
Kepler-804 c,0,Hot,Terran
Kepler-805 b,0,Hot,Neptunian
Kepler-806 b,0,Hot,Terran
Kepler-807 b,0,Hot,Jovian
Kepler-808 b,0,Hot,Terran
Kepler-809 b,0,Hot,Neptunian
Kepler-81 b,0,,Superterran
Kepler-81 c,0,,Superterran
Kepler-81 d,0,Hot,Terran
Kepler-810 b,0,Hot,Superterran
Kepler-811 b,0,Hot,Neptunian
Kepler-812 b,0,Hot,Neptunian
Kepler-813 b,0,Hot,Superterran
Kepler-814 b,0,Hot,Superterran
Kepler-815 b,0,Hot,Neptunian
Kepler-816 b,0,Hot,Jovian
Kepler-817 b,0,Hot,Jovian
Kepler-818 b,0,Hot,Neptunian
Kepler-819 b,0,Hot,Neptunian
Kepler-82 b,0,,Neptunian
Kepler-82 c,0,,Neptunian
Kepler-82 d,0,,Superterran
Kepler-82 e,0,,Superterran
Kepler-82 f,0,,Neptunian
Kepler-820 b,0,Hot,Jovian
Kepler-821 b,0,Hot,Terran
Kepler-822 b,0,Hot,Superterran
Kepler-823 b,0,Hot,Superterran
Kepler-824 b,0,Hot,Superterran
Kepler-825 b,0,Hot,Superterran
Kepler-825 c,0,Hot,Superterran
Kepler-826 b,0,Hot,Terran
Kepler-827 b,0,Hot,Neptunian
Kepler-828 b,0,Hot,Superterran
Kepler-829 b,0,Hot,Superterran
Kepler-83 b,0,,Neptunian
Kepler-83 c,0,,Superterran
Kepler-83 d,0,Hot,Superterran
Kepler-830 b,0,Hot,Superterran
Kepler-831 b,0,Hot,Terran
Kepler-832 b,0,Hot,Superterran
Kepler-833 b,0,Hot,Superterran
Kepler-834 b,0,Hot,Superterran
Kepler-835 b,0,Hot,Neptunian
Kepler-836 b,0,Hot,Neptunian
Kepler-837 b,0,Hot,Neptunian
Kepler-838 b,0,Hot,Neptunian
Kepler-839 b,0,Hot,Neptunian
Kepler-84 b,0,,Superterran
Kepler-84 c,0,,Superterran
Kepler-84 d,0,Hot,Terran
Kepler-84 e,0,Hot,Neptunian
Kepler-84 f,0,Hot,Superterran
Kepler-840 b,0,Hot,Jovian
Kepler-841 b,0,Hot,Neptunian
Kepler-842 b,0,Hot,Superterran
Kepler-843 b,0,Hot,Neptunian
Kepler-844 b,0,Hot,Superterran
Kepler-845 b,0,Hot,Superterran
Kepler-846 b,0,Hot,Superterran
Kepler-847 b,0,Hot,Terran
Kepler-848 b,0,Hot,Superterran
Kepler-849 b,0,Hot,Jovian
Kepler-85 b,0,,Superterran
Kepler-85 c,0,,Superterran
Kepler-85 d,0,Hot,Terran
Kepler-85 e,0,Hot,Terran
Kepler-850 b,0,Hot,Superterran
Kepler-851 b,0,Hot,Superterran
Kepler-852 b,0,Hot,Neptunian
Kepler-853 b,0,Hot,Superterran
Kepler-854 b,0,Hot,Jovian
Kepler-855 b,0,Hot,Jovian
Kepler-856 b,0,Hot,Jovian
Kepler-857 b,0,Hot,Jovian
Kepler-858 b,0,Hot,Neptunian
Kepler-859 b,0,Hot,Neptunian
Kepler-860 b,0,Hot,Neptunian
Kepler-861 b,0,Hot,Superterran
Kepler-862 b,0,Hot,Superterran
Kepler-863 b,0,Hot,Neptunian
Kepler-864 b,0,Hot,Superterran
Kepler-865 b,0,Hot,Superterran
Kepler-866 b,0,Hot,Superterran
Kepler-867 b,0,Hot,Neptunian
Kepler-868 b,0,Hot,Superterran
Kepler-869 b,0,Hot,Neptunian
Kepler-87 b,0,Hot,Jovian
Kepler-87 c,0,Hot,Jovian
Kepler-870 b,0,Hot,Neptunian
Kepler-871 b,0,Hot,Neptunian
Kepler-872 b,0,Hot,Superterran
Kepler-873 b,0,Hot,Neptunian
Kepler-874 b,0,Hot,Neptunian
Kepler-875 b,0,Hot,Neptunian
Kepler-876 b,0,Hot,Terran
Kepler-877 b,0,Hot,Superterran
Kepler-878 b,0,Hot,Superterran
Kepler-879 b,0,Hot,Neptunian
Kepler-880 b,0,Hot,Neptunian
Kepler-881 b,0,Hot,Superterran
Kepler-882 b,0,Hot,Terran
Kepler-883 b,0,Hot,Superterran
Kepler-884 b,0,Hot,Terran
Kepler-885 b,0,Hot,Superterran
Kepler-886 b,0,Hot,Superterran
Kepler-887 b,0,Hot,Superterran
Kepler-887 c,0,Hot,Terran
Kepler-888 b,0,Hot,Superterran
Kepler-889 b,0,Hot,Terran
Kepler-890 b,0,Hot,Jovian
Kepler-891 b,0,Hot,Jovian
Kepler-892 b,0,Hot,Neptunian
Kepler-893 b,0,Hot,Neptunian
Kepler-894 b,0,Hot,Neptunian
Kepler-895 b,0,Hot,Superterran
Kepler-896 b,0,Hot,Neptunian
Kepler-897 b,0,Hot,Superterran
Kepler-898 b,0,Hot,Terran
Kepler-899 b,0,Hot,Neptunian
Kepler-9 b,0,Hot,Jovian
Kepler-9 c,0,Hot,Jovian
Kepler-9 d,0,Hot,Superterran
Kepler-90 b,0,Hot,Terran
Kepler-90 c,0,Hot,Terran
Kepler-90 d,0,Hot,Neptunian
Kepler-90 e,0,Hot,Neptunian
Kepler-90 f,0,Hot,Neptunian
Kepler-90 g,0,Hot,Jovian
Kepler-90 h,1,Warm,Jovian
Kepler-90 i,0,Hot,Terran
Kepler-900 b,0,Hot,Superterran
Kepler-901 b,0,Hot,Terran
Kepler-902 b,0,Hot,Neptunian
Kepler-903 b,0,Hot,Superterran
Kepler-903 c,0,Hot,Neptunian
Kepler-904 b,0,Hot,Superterran
Kepler-905 b,0,Hot,Terran
Kepler-906 b,0,Hot,Superterran
