pl_name,host_star,pl_ltr,sys_stars,sys_planets,sys_moons,disc_method,disc_year,disc_location,disc_facility,orb_period,pl_radius_e,pl_mass_e,pl_density,pl_insol,pl_temp_k,st_type,st_temp_k,st_radius_s,st_mass_s,st_bright,st_gravity,st_age,st_density,ga_lat,ga_long,distance,habit_code,P_HABZONE,P_TYPE_TEMP,P_TYPE
Kepler-539 b,Kepler-539,b,1,2,0,Transit,2016,Space,Kepler,125.63243,8.373,308.2951,2.9,3.68,388.0,G2 V,5820.0,0.95,1.05,-0.027999999999999997,4.5,0.91,1.713,6.818044,76.87805999999999,307.318,0.0,0.0,Hot,Jovian
Kepler-539 c,Kepler-539,c,1,2,0,Transit Timing Variations,2016,Space,Kepler,1000.0,13.3,762.7919999999999,1.78,,253.0,G2 V,5820.0,0.95,1.05,-0.027999999999999997,4.5,,1.713,6.818044,76.87805999999999,307.318,0.0,0.0,Cold,Jovian
Kepler-54 b,Kepler-54,b,1,3,0,Transit,2012,Space,Kepler,8.0109434,2.1,292.39,,12.36,453.0,M1 V,3705.0,0.5,0.51,-1.301,4.75,13.8,0.18002,10.19813,76.34493,271.70099999999996,0.0,0.0,,Jovian
Kepler-54 c,Kepler-54,c,1,3,0,Transit,2012,Space,Kepler,12.071724900000001,1.23,117.59,,3.07,395.0,,3705.0,0.5,0.51,-1.301,4.75,13.8,5.0392,10.19813,76.34493,271.70099999999996,0.0,0.0,,Jovian
Kepler-54 d,Kepler-54,d,1,3,0,Transit,2014,Space,Kepler,20.995694,1.53,2.96,4.54,3.42,328.0,,4252.0,0.55,0.52,-1.301,4.73,13.8,5.0392,10.19813,76.34493,271.70099999999996,0.0,0.0,Hot,Superterran
Kepler-540 b,Kepler-540,b,1,1,0,Transit,2016,Space,Kepler,172.7049784,2.71,7.8,2.15,4.53,355.0,,5946.0,1.08,1.02,0.207,4.38,4.9,1.0687200000000001,13.679870000000001,76.65725,390.374,0.0,0.0,Hot,Neptunian
Kepler-541 b,Kepler-541,b,1,1,0,Transit,2016,Space,Kepler,5.08005848,3.36,11.2,1.62,1452.9,1673.0,,6166.0,2.06,1.41,0.755,3.96,3.09,0.16175,8.462127,72.00345,1060.68,0.0,0.0,Hot,Neptunian
Kepler-542 b,Kepler-542,b,1,1,0,Transit,2016,Space,Kepler,13.14497566,1.57,3.09,4.39,61.57,698.0,,5526.0,0.9,0.93,-0.122,4.5,4.57,1.3140399999999999,9.846521000000001,71.3761,436.01599999999996,0.0,0.0,Hot,Superterran
Kepler-543 b,Kepler-543,b,1,1,0,Transit,2016,Space,Kepler,13.89961966,2.5,6.8,2.39,23.08,521.0,,4671.0,0.67,0.7,-0.643,4.63,5.75,2.8465,13.499360000000001,69.94856,221.80200000000002,0.0,0.0,Hot,Superterran
Kepler-544 b,Kepler-544,b,1,1,0,Transit,2016,Space,Kepler,21.41616926,2.12,5.14,2.96,126.03,748.0,,6206.0,1.22,1.16,0.529,4.33,2.63,0.49243000000000003,8.823783,72.48894,963.18,0.0,0.0,Hot,Superterran
Kepler-545 b,Kepler-545,b,1,1,0,Transit,2016,Space,Kepler,13.24934059,2.69,7.7,2.17,101.14,806.0,,5882.0,1.07,1.04,0.107,4.39,4.47,1.11904,11.935080000000001,72.75931,818.0010000000001,0.0,0.0,Hot,Neptunian
Kepler-546 b,Kepler-546,b,1,1,0,Transit,2016,Space,Kepler,4.14702026,7.0,39.1,0.626,690.13,1258.0,,5967.0,1.15,1.11,0.271,4.36,3.31,1.7023400000000002,17.1232,70.7642,1019.65,0.0,0.0,Hot,Jovian
Kepler-547 b,Kepler-547,b,1,1,0,Transit,2016,Space,Kepler,6.01038429,4.0,15.1,1.3,87.71,768.0,,4828.0,0.73,0.78,-0.555,4.61,2.88,4.148,16.41178,74.83203,378.972,0.0,0.0,Hot,Neptunian
Kepler-548 b,Kepler-548,b,1,1,0,Transit,2016,Space,Kepler,4.45419434,11.99,,,237.03,1017.0,,5535.0,0.9,0.93,-0.201,4.5,4.37,3.1656400000000002,8.153926,80.26890999999999,751.7760000000001,0.0,0.0,Hot,Jovian
Kepler-549 b,Kepler-549,b,1,2,0,Transit,2016,Space,Kepler,42.9495649,2.57,11.0,1.9,9.55,487.0,,5360.0,0.84,0.88,-0.306,4.54,4.57,2.57485,19.46174,76.8956,635.145,0.0,0.0,Hot,Neptunian
Kepler-549 c,Kepler-549,c,1,2,0,Transit,2016,Space,Kepler,117.040498,2.93,8.91,1.95,2.51,349.0,,5360.0,0.84,0.88,-0.306,4.54,4.57,3.18108,19.46174,76.8956,635.145,0.0,0.0,Hot,Neptunian
Kepler-55 b,Kepler-55,b,1,5,0,Transit,2012,Space,Kepler,27.948144899999996,2.43,473.55,,6.64,400.0,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,0.0,0.0,,Jovian
Kepler-55 c,Kepler-55,c,1,5,0,Transit,2012,Space,Kepler,42.15164179999999,2.21,352.78,,3.84,349.0,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.02459,16.9253,74.25809,578.7959999999999,0.0,0.0,,Jovian
Kepler-55 d,Kepler-55,d,1,5,0,Transit,2014,Space,Kepler,2.2110990000000004,1.59,3.15,4.31,195.0,931.0,,4503.0,0.62,0.63,-0.763,4.68,2.34,3.6635,16.9253,74.25809,578.7959999999999,0.0,0.0,Hot,Superterran
Kepler-55 e,Kepler-55,e,1,5,0,Transit,2014,Space,Kepler,4.617534,1.55,3.02,4.46,73.16,728.0,,4503.0,0.62,0.63,-0.763,4.68,2.34,1.6723400000000002,16.9253,74.25809,578.7959999999999,0.0,0.0,Hot,Superterran
Kepler-55 f,Kepler-55,f,1,5,0,Transit,2014,Space,Kepler,10.198545,1.59,3.15,4.31,25.44,559.0,,4503.0,0.62,0.63,-0.763,4.68,2.34,3.6455,16.9253,74.25809,578.7959999999999,0.0,0.0,Hot,Superterran
Kepler-550 b,Kepler-550,b,1,1,0,Transit,2016,Space,Kepler,8.60010411,4.42,17.9,1.14,77.26,760.0,,5322.0,0.83,0.87,-0.384,4.55,4.68,1.28385,10.67287,81.63721,531.944,0.0,0.0,Hot,Neptunian
Kepler-551 b,Kepler-551,b,1,1,0,Transit,2016,Space,Kepler,12.3764661,2.73,7.9,2.13,14.39,483.0,,4286.0,0.63,0.65,-0.895,4.66,3.8,4.18804,18.173779999999997,78.28124,311.175,0.0,0.0,Hot,Neptunian
Kepler-552 b,Kepler-552,b,1,1,0,Transit,2016,Space,Kepler,5.26341577,3.95,14.8,1.32,358.99,1103.0,,5863.0,1.04,1.03,0.063,4.42,3.89,0.78445,14.999,79.85717,843.689,0.0,0.0,Hot,Neptunian
Kepler-553 b,Kepler-553,b,1,2,0,Transit,2016,Space,Kepler,4.03046804,4.63,19.4,1.07,210.01,970.0,,5266.0,0.85,0.92,-0.261,4.55,2.88,1.83916,10.40504,82.33504,728.525,0.0,0.0,Hot,Neptunian
Kepler-553 c,Kepler-553,c,1,2,0,Transit,2016,Space,Kepler,328.23995460000003,11.2,,,0.6,224.0,,5266.0,0.85,0.92,-0.261,4.55,2.88,0.85283,10.40504,82.33504,728.525,0.0,2.0,Warm,Jovian
Kepler-554 b,Kepler-554,b,1,1,0,Transit,2016,Space,Kepler,1.90220856,4.29,17.0,1.18,877.95,1346.0,,5447.0,0.92,0.93,-0.11800000000000001,4.49,5.62,1.7094200000000002,13.05982,84.38209,690.525,0.0,0.0,Hot,Neptunian
Kepler-555 b,Kepler-555,b,1,1,0,Transit,2016,Space,Kepler,16.21775407,2.83,8.4,2.04,129.37,664.0,,5894.0,1.04,1.03,0.264,4.42,3.89,1.04054,14.74063,69.46664,973.1210000000001,0.0,0.0,Hot,Neptunian
Kepler-556 b,Kepler-556,b,1,1,0,Transit,2016,Space,Kepler,11.72292176,2.24,5.65,2.76,81.64,766.0,,5740.0,0.98,1.0,-0.048,4.46,4.17,1.43045,11.199060000000001,71.1391,674.5980000000001,0.0,0.0,Hot,Superterran
Kepler-557 b,Kepler-557,b,1,1,0,Transit,2016,Space,Kepler,3.70598955,2.67,7.61,2.2,2885.66,1281.0,,6068.0,1.16,1.11,0.728,4.35,3.24,0.1961,10.229560000000001,74.6765,2097.12,0.0,0.0,Hot,Neptunian
Kepler-558 b,Kepler-558,b,1,1,0,Transit,2016,Space,Kepler,29.00790538,2.37,6.21,2.56,15.23,498.0,,5242.0,0.81,0.85,-0.384,4.56,4.47,2.3435200000000003,16.76282,72.78096,661.8760000000001,0.0,0.0,Hot,Superterran
Kepler-559 b,Kepler-559,b,1,1,0,Transit,2016,Space,Kepler,17.58752333,3.61,12.7,1.48,42.54,706.0,,5630.0,0.95,0.96,-0.121,4.47,4.37,1.92199,9.360855,77.66269,776.7080000000001,0.0,0.0,Hot,Neptunian
Kepler-56 b,Kepler-56,b,1,3,0,Transit,2012,Space,Kepler,10.5016,6.51,22.1,0.442,819.25,1378.0,,4840.0,4.23,1.32,0.9470000000000001,3.31,3.5,0.0246,10.31441,74.92563,912.9939999999999,0.0,0.0,Hot,Jovian
Kepler-56 c,Kepler-56,c,1,3,0,Transit,2012,Space,Kepler,21.40239,9.8,181.0,1.06,317.21,1087.0,,4840.0,4.23,1.32,0.9470000000000001,3.31,3.5,0.0246,10.31441,74.92563,912.9939999999999,0.0,0.0,Hot,Jovian
Kepler-56 d,Kepler-56,d,1,3,0,Radial Velocity,2016,Ground,Multiple Observatories,1002.0,12.8,1784.0,4.67,,,,4819.44,4.22,,0.9470000000000001,,,,10.31441,74.92563,912.9939999999999,0.0,0.0,Hot,Jovian
Kepler-560 b,Kepler-560,b,2,1,0,Transit,2016,Space,Kepler,18.47764449,1.72,3.61,18.8,2.46,298.0,,3556.0,0.33,0.34,-1.7169999999999999,4.94,4.07,8.38608,7.756238000000001,80.01303,109.30799999999999,0.0,0.0,Hot,Superterran
Kepler-561 b,Kepler-561,b,1,2,0,Transit,2016,Space,Kepler,58.3620495,6.96,38.7,0.631,7.57,446.0,,5646.0,0.94,0.96,-0.18,4.48,4.27,2.4051400000000003,11.79364,77.85752,621.378,0.0,0.0,Hot,Jovian
Kepler-561 c,Kepler-561,c,1,2,0,Transit,2016,Space,Kepler,5.35016198,2.68,7.65,2.18,183.17,989.0,,5646.0,0.94,0.96,-0.18,4.48,4.27,4.18915,11.79364,77.85752,621.378,0.0,0.0,Hot,Neptunian
Kepler-562 b,Kepler-562,b,1,1,0,Transit,2016,Space,Kepler,18.00931444,5.21,23.7,0.9209999999999999,67.44,658.0,,5575.0,0.9,0.93,0.016,4.5,4.57,0.9079799999999999,14.58259,77.81933000000001,992.7689999999999,0.0,0.0,Hot,Neptunian
Kepler-563 b,Kepler-563,b,1,1,0,Transit,2016,Space,Kepler,22.18432708,3.09,9.75,1.82,18.74,546.0,,5066.0,0.77,0.8,-0.444,4.58,5.37,7.39065,13.131310000000001,78.53251999999999,565.207,0.0,0.0,Hot,Neptunian
Kepler-564 b,Kepler-564,b,1,1,0,Transit,2016,Space,Kepler,3.75083228,4.63,19.4,1.07,389.4,1129.0,,5626.0,0.92,0.95,-0.064,4.49,4.27,4.7677,10.59152,80.24710999999999,863.0369999999999,0.0,0.0,Hot,Neptunian
Kepler-565 b,Kepler-565,b,1,1,0,Transit,2016,Space,Kepler,4.24374723,3.64,12.9,1.47,301.46,1063.0,,5735.0,0.95,0.98,-0.055,4.47,4.07,1.0443799999999999,19.059260000000002,76.97399999999999,,0.0,0.0,Hot,Neptunian
Kepler-566 b,Kepler-566,b,1,1,0,Transit,2016,Space,Kepler,18.42794624,2.15,5.27,2.91,16.88,526.0,,5132.0,0.79,0.83,-0.524,4.57,4.57,6.2581,14.3309,79.68566,564.2769999999999,0.0,0.0,Hot,Superterran
Kepler-567 b,Kepler-567,b,1,1,0,Transit,2016,Space,Kepler,16.54297375,2.25,5.69,2.74,26.14,611.0,,5148.0,0.79,0.84,-0.409,4.57,4.68,2.41679,10.900689999999999,82.01916,558.81,0.0,0.0,Hot,Superterran
Kepler-568 b,Kepler-568,b,1,1,0,Transit,2016,Space,Kepler,11.02347475,2.26,5.73,2.73,8.37,429.0,,3768.0,0.53,0.55,-1.33,4.73,5.89,4.73516,10.69665,82.2491,130.645,0.0,0.0,Hot,Superterran
Kepler-569 b,Kepler-569,b,1,1,0,Transit,2016,Space,Kepler,34.18890521,3.16,10.1,1.76,19.31,526.0,,5616.0,0.93,0.95,-0.107,4.48,4.9,2.06775,19.580370000000002,78.30283,638.3009999999999,0.0,0.0,Hot,Neptunian
Kepler-57 b,Kepler-57,b,1,2,0,Transit,2012,Space,Kepler,5.729319599999999,2.19,5994.02,,124.35,850.0,,5145.0,0.73,0.83,-0.342,4.63,0.6,2.7452900000000002,11.657739999999999,77.41258,644.14,0.0,0.0,Hot,Jovian
Kepler-57 c,Kepler-57,c,1,2,0,Transit,2012,Space,Kepler,11.6092567,1.55,2208.83,,48.57,671.0,,5145.0,0.73,0.83,-0.342,4.63,0.6,0.07686,11.657739999999999,77.41258,644.14,0.0,0.0,Hot,Jovian
Kepler-570 b,Kepler-570,b,1,1,0,Transit,2016,Space,Kepler,4.301662,2.45,6.57,2.45,214.04,1009.0,,5496.0,0.9,0.93,-0.29600000000000004,4.5,5.01,4.21558,15.40996,80.29151999999999,568.148,0.0,0.0,Hot,Superterran
Kepler-571 b,Kepler-571,b,1,1,0,Transit,2016,Space,Kepler,4.79859939,2.64,7.46,2.23,219.04,978.0,,5527.0,0.9,0.93,-0.223,4.51,4.68,1.4096600000000001,18.00114,79.88563,723.875,0.0,0.0,Hot,Neptunian
Kepler-572 b,Kepler-572,b,1,1,0,Transit,2016,Space,Kepler,17.20523483,2.58,7.18,2.3,26.89,553.0,,5212.0,0.79,0.83,-0.434,4.57,4.68,3.3344199999999997,15.66894,82.20308,504.667,0.0,0.0,Hot,Neptunian
Kepler-573 b,Kepler-573,b,1,1,0,Transit,2016,Space,Kepler,22.18329658,2.79,8.2,2.07,46.44,646.0,,5746.0,1.02,0.99,0.028999999999999998,4.41,5.89,1.55582,16.91248,82.3918,771.471,0.0,0.0,Hot,Neptunian
Kepler-574 b,Kepler-574,b,1,1,0,Transit,2016,Space,Kepler,7.65880414,2.39,6.3,2.54,120.47,858.0,,5612.0,0.91,0.95,-0.214,4.5,4.17,2.4197599999999997,16.84788,83.45221,682.8960000000001,0.0,0.0,Hot,Superterran
Kepler-575 b,Kepler-575,b,1,1,0,Transit,2016,Space,Kepler,9.37891944,2.39,6.3,2.54,141.99,803.0,,5710.0,0.95,0.97,-0.084,4.47,3.98,0.97711,13.258779999999998,68.89589000000001,853.977,0.0,0.0,Hot,Superterran
Kepler-576 b,Kepler-576,b,1,1,0,Transit,2016,Space,Kepler,29.91136794,3.27,10.7,1.68,16.82,541.0,,5672.0,0.97,0.99,-0.21100000000000002,4.46,4.47,0.93119,7.8441160000000005,72.56528,617.55,0.0,0.0,Hot,Neptunian
Kepler-577 b,Kepler-577,b,1,1,0,Transit,2016,Space,Kepler,25.69578251,2.55,7.04,2.33,5.69,314.0,,4984.0,0.73,0.78,-0.555,4.61,3.8,2.56615,8.366486,72.7612,524.247,0.0,0.0,Hot,Neptunian
Kepler-578 b,Kepler-578,b,1,1,0,Transit,2016,Space,Kepler,1.6168837,2.0,4.66,3.2,496.9,1774.0,,5334.0,0.83,0.87,-0.337,4.54,4.68,0.98429,12.70664,71.11013,541.432,0.0,0.0,Hot,Superterran
Kepler-579 b,Kepler-579,b,1,1,0,Transit,2016,Space,Kepler,9.66857723,2.0,4.66,3.2,60.61,730.0,,5636.0,0.96,0.99,-0.311,4.47,4.07,6.07188,8.58683,73.65095,530.765,0.0,0.0,Hot,Superterran
Kepler-58 b,Kepler-58,b,1,3,0,Transit,2012,Space,Kepler,10.2184954,2.78,441.77,,112.99,920.0,,5843.0,1.03,0.95,-0.004,4.39,2.14,1.2684,7.266356,73.41903,969.252,0.0,0.0,,Jovian
Kepler-58 c,Kepler-58,c,1,3,0,Transit,2012,Space,Kepler,15.5741568,2.86,696.02,,64.39,799.0,,5843.0,1.03,0.95,-0.004,4.39,2.14,0.054720000000000005,7.266356,73.41903,969.252,0.0,0.0,,Jovian
Kepler-58 d,Kepler-58,d,1,3,0,Transit,2014,Space,Kepler,40.101371,2.94,8.96,1.94,18.24,583.0,,6099.0,1.13,1.04,-0.004,4.37,2.14,0.14334000000000002,7.266356,73.41903,969.252,0.0,0.0,Hot,Neptunian
Kepler-580 b,Kepler-580,b,1,1,0,Transit,2016,Space,Kepler,8.22241966,2.57,7.13,2.31,24.06,558.0,,4298.0,0.64,0.67,-0.8959999999999999,4.66,3.47,3.5322699999999996,16.7921,70.4087,323.899,0.0,0.0,Hot,Neptunian
Kepler-581 b,Kepler-581,b,1,1,0,Transit,2016,Space,Kepler,40.606982099999996,2.63,7.41,2.24,12.39,521.0,,5772.0,1.0,1.0,-0.16899999999999998,4.44,4.07,1.9629299999999998,8.629177,74.42755,703.758,0.0,0.0,Hot,Neptunian
Kepler-582 b,Kepler-582,b,1,1,0,Transit,2016,Space,Kepler,18.49235668,3.68,13.1,1.44,25.06,603.0,,5564.0,0.91,0.93,-0.414,4.49,4.47,3.6764300000000003,7.45973,75.55809,613.179,0.0,0.0,Hot,Neptunian
Kepler-583 b,Kepler-583,b,1,1,0,Transit,2016,Space,Kepler,6.5100253,2.28,5.82,2.7,178.7,1017.0,,5523.0,0.91,0.94,-0.10099999999999999,4.5,4.47,1.52585,18.40858,71.78303000000001,867.2710000000001,0.0,0.0,Hot,Superterran
Kepler-584 b,Kepler-584,b,1,1,0,Transit,2016,Space,Kepler,35.1810304,4.21,16.5,1.22,76.34,664.0,,6195.0,1.24,1.17,0.52,4.31,2.88,0.34474,14.24356,73.61149,1848.84,0.0,0.0,Hot,Neptunian
Kepler-585 b,Kepler-585,b,1,1,0,Transit,2016,Space,Kepler,2.75235975,2.83,8.4,2.04,489.15,1178.0,,5593.0,0.93,0.96,-0.163,4.49,3.63,2.10797,15.960339999999999,74.49391,585.187,0.0,0.0,Hot,Neptunian
Kepler-586 b,Kepler-586,b,1,1,0,Transit,2016,Space,Kepler,2.10472218,2.79,8.2,2.07,705.05,1365.0,,5575.0,0.92,0.94,-0.141,4.5,4.17,3.58201,12.42578,78.04247,693.7660000000001,0.0,0.0,Hot,Neptunian
Kepler-587 b,Kepler-587,b,1,1,0,Transit,2016,Space,Kepler,10.94027841,2.23,5.6,2.77,70.97,764.0,,5549.0,0.89,0.92,-0.23800000000000002,4.51,4.79,5.43604,15.94106,78.47763,787.8939999999999,0.0,0.0,Hot,Superterran
Kepler-588 b,Kepler-588,b,1,1,0,Transit,2016,Space,Kepler,4.22162536,2.63,7.41,2.24,718.08,1176.0,,5835.0,1.0,1.01,0.207,4.44,4.07,1.5786,18.81944,77.61861,1209.4,0.0,0.0,Hot,Neptunian
Kepler-589 b,Kepler-589,b,1,1,0,Transit,2016,Space,Kepler,16.54964934,2.27,5.77,2.71,32.14,656.0,,5296.0,0.83,0.88,-0.34700000000000003,4.55,4.47,2.33888,21.14301,76.85034,612.803,0.0,0.0,Hot,Superterran
Kepler-59 b,Kepler-59,b,1,2,0,Transit,2012,Space,Kepler,11.8681707,1.1,651.52,,187.51,864.0,,6074.0,0.94,1.04,0.324,4.51,0.26,0.8911600000000001,16.67761,77.30336,1163.22,0.0,0.0,Hot,Jovian
Kepler-59 c,Kepler-59,c,1,2,0,Transit,2012,Space,Kepler,17.980123499999998,1.98,435.41,,107.74,752.0,,6074.0,0.94,1.04,0.324,4.51,0.26,0.56653,16.67761,77.30336,1163.22,0.0,0.0,Hot,Jovian
Kepler-590 b,Kepler-590,b,1,1,0,Transit,2016,Space,Kepler,5.85296257,4.02,15.2,1.29,782.41,1056.0,,6000.0,1.15,1.1,0.47700000000000004,4.35,3.55,0.48383000000000004,11.62172,81.54222,1421.81,0.0,0.0,Hot,Neptunian
Kepler-591 b,Kepler-591,b,1,1,0,Transit,2016,Space,Kepler,81.16942990000001,3.39,11.4,1.61,5.62,436.0,,5677.0,0.94,0.97,-0.078,4.48,4.17,1.00312,17.97203,78.78641999999999,785.137,0.0,0.0,Hot,Neptunian
Kepler-592 b,Kepler-592,b,1,1,0,Transit,2016,Space,Kepler,2.82019241,2.39,6.3,2.54,935.83,1367.0,,5913.0,1.04,1.04,0.185,4.42,3.89,1.1079299999999999,18.20564,78.97615,1153.13,0.0,0.0,Hot,Superterran
Kepler-593 b,Kepler-593,b,1,1,0,Transit,2016,Space,Kepler,21.21708973,2.87,8.6,2.0,61.02,706.0,,5967.0,1.1,1.08,0.079,4.39,3.63,1.0772899999999999,12.658560000000001,81.4735,973.76,0.0,0.0,Hot,Neptunian
Kepler-594 b,Kepler-594,b,1,1,0,Transit,2016,Space,Kepler,13.64618192,2.18,5.39,2.86,59.4,678.0,,5485.0,0.87,0.91,-0.193,4.52,4.27,3.04887,16.70058,80.81551,769.2,0.0,0.0,Hot,Superterran
Kepler-595 b,Kepler-595,b,1,1,0,Transit,2016,Space,Kepler,25.30292332,3.81,13.9,1.38,17.38,535.0,,5247.0,0.83,0.87,-0.348,4.54,4.9,2.6084099999999997,13.78271,83.21826999999999,643.009,0.0,0.0,Hot,Neptunian
Kepler-596 b,Kepler-596,b,1,1,0,Transit,2016,Space,Kepler,21.30022655,3.46,11.8,1.57,82.3,725.0,,6267.0,1.32,1.21,0.314,4.27,2.69,2.80258,17.0953,82.82016999999999,1023.85,0.0,0.0,Hot,Neptunian
Kepler-597 b,Kepler-597,b,1,1,0,Transit,2016,Space,Kepler,13.02365861,2.37,6.21,2.56,76.38,743.0,,5683.0,0.95,0.97,-0.033,4.47,4.27,1.86936,9.300991,72.46467,663.418,0.0,0.0,Hot,Superterran
Kepler-598 b,Kepler-598,b,1,2,0,Transit,2016,Space,Kepler,3.70175428,1.5,2.86,4.66,265.41,1050.0,,5307.0,0.86,0.87,-0.258,4.51,7.59,1.5731,10.30916,73.85724,681.086,0.0,0.0,Hot,Superterran
Kepler-598 c,Kepler-598,c,1,2,0,Transit,2020,Space,Kepler,86.4945,3.0239999999999996,9.4,1.87,,,,5245.0,0.9,0.9,-0.258,4.48,,1.7387,10.30916,73.85724,681.086,0.0,,,
Kepler-599 b,Kepler-599,b,1,1,0,Transit,2016,Space,Kepler,15.65562652,2.84,8.45,2.03,24.47,623.0,,5127.0,0.79,0.83,-0.522,4.57,5.01,2.0611,15.29829,71.62541,558.5169999999999,0.0,0.0,Hot,Neptunian
Kepler-6 b,Kepler-6,b,1,1,0,Transit,2009,Space,Kepler,3.2346996,14.617,212.31044,0.4,792.22,1460.0,,5647.0,1.39,1.21,0.18899999999999997,4.24,1.3,0.77551,11.35938,81.69266,587.039,0.0,0.0,Hot,Jovian
Kepler-60 b,Kepler-60,b,1,3,0,Transit,2012,Space,Kepler,7.1334,1.71,4.19,4.62,318.0,1102.0,,5905.0,1.26,1.04,0.369,4.26,5.0,0.14551,13.68997,73.69941999999999,1025.1,0.0,0.0,Hot,Superterran
Kepler-60 c,Kepler-60,c,1,3,0,Transit,2012,Space,Kepler,8.9187,1.9,3.85,3.06,236.0,1023.0,,5905.0,1.26,1.04,0.369,4.26,5.0,0.54873,13.68997,73.69941999999999,1025.1,0.0,0.0,Hot,Superterran
Kepler-60 d,Kepler-60,d,1,3,0,Transit,2012,Space,Kepler,11.8981,1.99,4.16,2.91,161.0,929.0,,5905.0,1.26,1.04,0.369,4.26,5.0,2.22287,13.68997,73.69941999999999,1025.1,0.0,0.0,Hot,Superterran
Kepler-600 b,Kepler-600,b,1,1,0,Transit,2016,Space,Kepler,23.67517607,2.9,8.75,1.97,20.18,528.0,,5279.0,0.81,0.84,-0.33899999999999997,4.56,4.57,0.52088,17.082279999999997,71.89137,619.7230000000001,0.0,0.0,Hot,Neptunian
Kepler-601 b,Kepler-601,b,1,1,0,Transit,2016,Space,Kepler,5.37886844,1.9,4.27,3.42,110.62,833.0,,5160.0,0.79,0.85,-0.428,4.57,4.07,0.73018,18.420920000000002,71.57821,414.825,0.0,0.0,Hot,Superterran
Kepler-602 b,Kepler-602,b,1,1,0,Transit,2016,Space,Kepler,15.28469497,2.09,5.02,3.02,128.78,852.0,,6062.0,1.13,1.08,0.326,4.37,3.16,0.5726100000000001,8.949744,75.97225999999999,1159.31,0.0,0.0,Hot,Superterran
Kepler-603 b,Kepler-603,b,1,3,0,Transit,2016,Space,Kepler,21.05358596,2.65,7.51,2.22,119.99,731.0,,5808.0,1.01,1.01,0.392,4.43,4.37,0.50778,10.16352,75.48529,1539.63,0.0,0.0,Hot,Neptunian
Kepler-603 c,Kepler-603,c,1,3,0,Transit,2016,Space,Kepler,127.9075774,6.5,34.5,0.69,10.82,401.0,,5808.0,1.01,1.01,0.392,4.43,4.37,0.3041,10.16352,75.48529,1539.63,0.0,0.0,Hot,Jovian
Kepler-603 d,Kepler-603,d,1,3,0,Transit,2016,Space,Kepler,6.2171292000000005,1.32,2.3,5.5,610.28,1098.0,,5808.0,1.01,1.01,0.392,4.43,4.37,0.53208,10.16352,75.48529,1539.63,0.0,0.0,Hot,Terran
Kepler-604 b,Kepler-604,b,1,1,0,Transit,2016,Space,Kepler,25.85501786,2.59,7.22,2.28,46.98,637.0,,5890.0,1.03,1.02,0.092,4.42,3.72,3.6183300000000003,11.60763,75.12028000000001,1026.49,0.0,0.0,Hot,Neptunian
Kepler-605 b,Kepler-605,b,1,2,0,Transit,2016,Space,Kepler,3.38353807,1.44,2.67,4.91,316.72,1133.0,,5462.0,0.88,0.91,-0.248,4.52,4.47,9.979289999999999,15.217989999999999,74.14976999999999,556.58,0.0,0.0,Hot,Terran
Kepler-605 c,Kepler-605,c,1,2,0,Transit,2016,Space,Kepler,2.35895152,0.86,0.5660000000000001,4.89,513.03,1278.0,,5462.0,0.88,0.91,-0.248,4.52,4.47,4.01115,15.217989999999999,74.14976999999999,556.58,0.0,0.0,Hot,Terran
Kepler-606 b,Kepler-606,b,1,1,0,Transit,2016,Space,Kepler,24.31575992,3.31,11.0,1.67,71.84,683.0,,6161.0,1.22,1.13,0.254,4.32,2.88,1.56577,12.3101,76.76634,1215.11,0.0,0.0,Hot,Neptunian
Kepler-607 b,Kepler-607,b,1,1,0,Transit,2016,Space,Kepler,0.6381631999999999,0.87,0.59,4.92,2302.61,1874.0,,5196.0,0.8,0.84,-0.382,4.56,4.9,3.02639,13.2998,76.56535,519.122,0.0,0.0,Hot,Terran
Kepler-608 b,Kepler-608,b,1,1,0,Transit,2016,Space,Kepler,6.41251504,3.64,12.9,1.47,270.16,1069.0,,5820.0,1.01,1.0,0.040999999999999995,4.43,3.8,0.2483,11.49583,77.47461,946.683,0.0,0.0,Hot,Neptunian
Kepler-609 b,Kepler-609,b,1,1,0,Transit,2016,Space,Kepler,6.52121067,3.35,11.2,1.64,258.06,932.0,,5971.0,1.14,1.09,0.065,4.36,3.72,1.7624799999999998,12.582360000000001,76.99359,1065.82,0.0,0.0,Hot,Neptunian
Kepler-61 b,Kepler-61,b,1,1,0,Transit,2013,Space,Kepler,59.877559999999995,2.15,5.27,2.91,1.69,273.0,K7 V,4017.0,0.62,0.64,-0.971,4.67,1.0,4.93239,9.581543,76.00964,335.079,2.0,1.0,Warm,Superterran
Kepler-610 b,Kepler-610,b,1,2,0,Transit,2016,Space,Kepler,6.99692655,4.19,16.3,1.22,139.07,888.0,,5943.0,1.13,1.1,-0.11,4.37,3.55,3.1783,12.13851,77.63351,845.824,0.0,0.0,Hot,Neptunian
Kepler-610 c,Kepler-610,c,1,2,0,Transit,2016,Space,Kepler,151.86392,3.3,10.9,1.67,2.3,318.0,,5943.0,1.13,1.1,-0.11,4.37,3.55,1.52329,12.13851,77.63351,845.824,0.0,0.0,Hot,Neptunian
